filename,path,sharpness_score
136.jpg,Original_Dataset/Orignal-Dataset\Black_Soil\136.jpg,508.73409995684005
164.jpg,Original_Dataset/Orignal-Dataset\Laterite_Soil\164.jpg,509.21604795789546
47.jpg,Original_Dataset/Orignal-Dataset\Laterite_Soil\47.jpg,509.5940003039878
39.jpg,Original_Dataset/Orignal-Dataset\Yellow_Soil\39.jpg,510.9459907101664
23.jpg,Original_Dataset/Orignal-Dataset\Yellow_Soil\23.jpg,510.9459907101664
81.jpg,Original_Dataset/Orignal-Dataset\Yellow_Soil\81.jpg,511.01180952127805
30b.jpg,Original_Dataset/Orignal-Dataset\Laterite_Soil\30b.jpg,516.7934958427816
3b.jpg,Original_Dataset/Orignal-Dataset\Laterite_Soil\3b.jpg,519.2181442244226
74.jpg,Original_Dataset/Orignal-Dataset\Laterite_Soil\74.jpg,523.3985814940634
31.jpg,Original_Dataset/Orignal-Dataset\Red_Soil\31.jpg,523.6151482799265
3.jpg,Original_Dataset/Orignal-Dataset\Laterite_Soil\3.jpg,526.5238087810052
211.jpg,Original_Dataset/Orignal-Dataset\Black_Soil\211.jpg,528.1421878609004
30a.jpg,Original_Dataset/Orignal-Dataset\Laterite_Soil\30a.jpg,530.7195714413132
101.jpg,Original_Dataset/Orignal-Dataset\Arid_Soil\101.jpg,536.8978498286762
53.jpg,Original_Dataset/Orignal-Dataset\Laterite_Soil\53.jpg,538.9822541546051
80.jpg,Original_Dataset/Orignal-Dataset\Red_Soil\80.jpg,542.7689182801023
76.jpg,Original_Dataset/Orignal-Dataset\Mountain_Soil\76.jpg,544.398231175936
33.jpg,Original_Dataset/Orignal-Dataset\Red_Soil\33.jpg,547.6099081841086
190.jpg,Original_Dataset/Orignal-Dataset\Mountain_Soil\190.jpg,553.6256503782931
243.jpg,Original_Dataset/Orignal-Dataset\Arid_Soil\243.jpg,562.4352072101734
76.jpg,Original_Dataset/Orignal-Dataset\Black_Soil\76.jpg,566.4084035747105
145.jpg,Original_Dataset/Orignal-Dataset\Arid_Soil\145.jpg,568.6608601008107
115a.jpg,Original_Dataset/Orignal-Dataset\Black_Soil\115a.jpg,569.1657435037292
268.jpg,Original_Dataset/Orignal-Dataset\Black_Soil\268.jpg,572.6674107777628
78.jpg,Original_Dataset/Orignal-Dataset\Red_Soil\78.jpg,576.9317150817562
3a.jpg,Original_Dataset/Orignal-Dataset\Mountain_Soil\3a.jpg,582.6271963307474
6.jpg,Original_Dataset/Orignal-Dataset\Laterite_Soil\6.jpg,585.1601503534699
3a.jpg,Original_Dataset/Orignal-Dataset\Laterite_Soil\3a.jpg,586.1290305456274
80.jpg,Original_Dataset/Orignal-Dataset\Mountain_Soil\80.jpg,586.3669395998766
19.jpg,Original_Dataset/Orignal-Dataset\Red_Soil\19.jpg,588.825771123933
58a.jpg,Original_Dataset/Orignal-Dataset\Mountain_Soil\58a.jpg,590.0300862462722
134a.jpg,Original_Dataset/Orignal-Dataset\Black_Soil\134a.jpg,593.7387349074535
160.jpg,Original_Dataset/Orignal-Dataset\Black_Soil\160.jpg,594.8940516828203
30.jpg,Original_Dataset/Orignal-Dataset\Laterite_Soil\30.jpg,598.731209935171
97b.jpg,Original_Dataset/Orignal-Dataset\Arid_Soil\97b.jpg,598.9110598561368
66.jpg,Original_Dataset/Orignal-Dataset\Black_Soil\66.jpg,603.0047538163336
71a.jpg,Original_Dataset/Orignal-Dataset\Mountain_Soil\71a.jpg,603.9756591261814
219.jpg,Original_Dataset/Orignal-Dataset\Arid_Soil\219.jpg,605.436176933638
84.jpg,Original_Dataset/Orignal-Dataset\Black_Soil\84.jpg,608.5150804431142
31a.jpg,Original_Dataset/Orignal-Dataset\Red_Soil\31a.jpg,611.0557200643273
209.jpg,Original_Dataset/Orignal-Dataset\Mountain_Soil\209.jpg,611.5516923203118
220.jpg,Original_Dataset/Orignal-Dataset\Black_Soil\220.jpg,615.1333256914152
64.jpg,Original_Dataset/Orignal-Dataset\Laterite_Soil\64.jpg,620.14638274152
172.jpg,Original_Dataset/Orignal-Dataset\Arid_Soil\172.jpg,625.1957748273288
54.jpg,Original_Dataset/Orignal-Dataset\Black_Soil\54.jpg,629.4980857063578
32.jpg,Original_Dataset/Orignal-Dataset\Red_Soil\32.jpg,632.4718761463134
183a.jpg,Original_Dataset/Orignal-Dataset\Black_Soil\183a.jpg,634.7223371969422
60.jpg,Original_Dataset/Orignal-Dataset\Red_Soil\60.jpg,638.0875804882364
134.jpg,Original_Dataset/Orignal-Dataset\Arid_Soil\134.jpg,639.1058672267736
6.jpg,Original_Dataset/Orignal-Dataset\Black_Soil\6.jpg,639.7697822388418
90.jpg,Original_Dataset/Orignal-Dataset\Black_Soil\90.jpg,639.7697822388418
103.jpg,Original_Dataset/Orignal-Dataset\Mountain_Soil\103.jpg,645.2921233066667
109.jpg,Original_Dataset/Orignal-Dataset\Mountain_Soil\109.jpg,647.731836869375
115.jpg,Original_Dataset/Orignal-Dataset\Arid_Soil\115.jpg,647.995652816757
39.jpg,Original_Dataset/Orignal-Dataset\Black_Soil\39.jpg,649.2401671682821
98.jpg,Original_Dataset/Orignal-Dataset\Black_Soil\98.jpg,649.7780474086812
53.jpg,Original_Dataset/Orignal-Dataset\Mountain_Soil\53.jpg,650.0908990495681
140.jpg,Original_Dataset/Orignal-Dataset\Mountain_Soil\140.jpg,650.0908990495681
158.jpg,Original_Dataset/Orignal-Dataset\Arid_Soil\158.jpg,654.3674938692504
97a.jpg,Original_Dataset/Orignal-Dataset\Mountain_Soil\97a.jpg,656.0717144663165
2a.jpg,Original_Dataset/Orignal-Dataset\Red_Soil\2a.jpg,659.0687037354446
159.jpg,Original_Dataset/Orignal-Dataset\Black_Soil\159.jpg,659.1229105097323
37.jpg,Original_Dataset/Orignal-Dataset\Black_Soil\37.jpg,660.6274988234225
246.jpg,Original_Dataset/Orignal-Dataset\Arid_Soil\246.jpg,663.9659333731337
197.jpg,Original_Dataset/Orignal-Dataset\Arid_Soil\197.jpg,666.5526184342001
41a.jpg,Original_Dataset/Orignal-Dataset\Yellow_Soil\41a.jpg,667.7255060122254
6.jpg,Original_Dataset/Orignal-Dataset\Mountain_Soil\6.jpg,671.1580065237551
186.jpg,Original_Dataset/Orignal-Dataset\Black_Soil\186.jpg,673.9996032421261
27.jpg,Original_Dataset/Orignal-Dataset\Alluvial_Soil\27.jpg,685.575236644022
24.jpg,Original_Dataset/Orignal-Dataset\Arid_Soil\24.jpg,689.3793851204488
113a.jpg,Original_Dataset/Orignal-Dataset\Mountain_Soil\113a.jpg,689.453457344028
66.jpg,Original_Dataset/Orignal-Dataset\Mountain_Soil\66.jpg,695.9734661480751
86.jpg,Original_Dataset/Orignal-Dataset\Arid_Soil\86.jpg,697.4216550424505
7.jpg,Original_Dataset/Orignal-Dataset\Laterite_Soil\7.jpg,702.1117191401738
83.jpg,Original_Dataset/Orignal-Dataset\Red_Soil\83.jpg,702.2982805206589
41e.jpg,Original_Dataset/Orignal-Dataset\Yellow_Soil\41e.jpg,703.8985064644112
75.jpg,Original_Dataset/Orignal-Dataset\Red_Soil\75.jpg,708.9200680764416
230.jpg,Original_Dataset/Orignal-Dataset\Arid_Soil\230.jpg,712.5930249438065
173.jpg,Original_Dataset/Orignal-Dataset\Mountain_Soil\173.jpg,714.2120483277636
32a.jpg,Original_Dataset/Orignal-Dataset\Red_Soil\32a.jpg,721.9829583603871
41.jpg,Original_Dataset/Orignal-Dataset\Yellow_Soil\41.jpg,722.7315609856634
125.jpg,Original_Dataset/Orignal-Dataset\Laterite_Soil\125.jpg,723.0747488136244
224.jpg,Original_Dataset/Orignal-Dataset\Arid_Soil\224.jpg,725.1229065017275
60a.jpg,Original_Dataset/Orignal-Dataset\Mountain_Soil\60a.jpg,725.3482006112346
80.jpg,Original_Dataset/Orignal-Dataset\Alluvial_Soil\80.jpg,726.7941306420989
